A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG
2772,64,30,146,109,50,36,104,180,120,182,73,52,111,6,22,0,0,1,2,2,1,0,1,0,1,1,0,0,0,1,0,0
2773,37,29,142,114,116,37,96,193,100,80,74,206,119,9,19,0,0,2,2,1,0,0,0,2,1,0,2,1,3,0,0,0
2774,36,26,105,70,120,36,111,179,265,147,76,177,117,6,16,0,2,2,2,0,0,0,0,0,1,0,2,1,3,0,0,0
2775,46,23,140,92,52,37,118,169,159,164,55,69,126,9,15,1,2,2,2,0,0,0,0,2,2,0,2,1,0,1,1,0
2776,77,22,164,78,98,39,84,186,175,101,38,211,78,7,20,1,2,2,1,2,0,0,0,0,1,1,0,0,0,1,0,0
2777,35,32,179,113,116,40,111,161,190,156,77,89,99,10,15,1,1,0,3,1,0,0,1,0,1,0,2,1,3,0,0,1
2778,52,37,144,116,104,37,52,177,241,135,60,158,87,9,23,0,2,2,2,2,1,0,1,2,0,2,1,1,4,1,1,0
2779,60,32,90,101,53,38,118,171,187,182,84,114,114,5,21,1,1,2,1,0,1,1,0,2,2,1,0,0,0,1,0,1
2780,28,27,179,93,80,36,45,194,181,61,30,139,135,4,15,0,2,2,2,2,0,0,0,0,2,0,2,1,0,1,1,0
2781,66,32,117,66,115,39,110,182,116,70,88,112,80,8,14,0,1,1,0,1,1,0,0,0,2,0,2,1,3,0,0,1
2782,55,29,142,90,113,40,86,200,172,58,40,105,136,8,21,0,1,1,0,2,0,0,1,2,1,1,0,0,0,1,0,1
2783,81,18,147,111,80,35,83,149,274,142,31,209,84,9,24,0,2,0,1,2,0,1,1,1,1,2,1,1,2,1,1,0
2784,86,31,162,61,112,38,71,171,155,140,75,115,109,4,23,0,2,3,2,1,0,0,0,0,2,0,2,1,3,0,0,0
2785,25,19,149,78,115,35,42,182,226,194,30,145,82,8,24,1,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0
2786,51,36,148,97,80,38,93,143,152,153,99,218,102,9,14,1,2,2,2,2,1,0,0,2,1,1,0,0,0,1,0,0
2787,65,30,111,91,96,39,117,168,227,185,100,206,71,9,14,1,1,0,3,1,0,1,0,1,1,0,2,1,0,1,1,1
2788,73,23,97,69,71,40,77,184,245,111,95,165,103,4,22,1,2,1,2,1,1,0,0,0,1,0,2,1,3,0,0,0
2789,82,24,138,100,95,39,43,147,296,78,31,136,85,4,18,1,2,2,2,0,1,0,0,0,1,2,1,1,2,1,1,0
2790,48,38,131,67,107,39,118,159,147,132,98,100,83,7,24,0,2,0,2,2,1,0,1,0,2,2,1,1,4,1,1,0
2791,21,32,116,85,110,38,56,186,236,123,42,61,115,9,16,1,1,0,2,2,0,0,1,0,1,0,2,1,3,0,0,1
2792,67,31,128,89,95,37,76,146,153,83,48,93,119,5,20,0,2,0,0,2,1,0,0,0,0,0,2,1,0,1,1,0
2793,86,32,172,70,50,40,75,140,262,109,76,187,74,6,13,0,2,2,1,2,0,0,1,2,2,0,2,1,3,0,0,0
2794,47,21,114,100,74,35,97,199,273,153,30,132,112,6,25,0,2,2,2,2,1,0,0,0,2,1,0,0,0,1,0,0
2795,76,18,127,79,110,37,80,164,100,164,47,139,87,9,15,1,2,0,2,1,0,0,1,0,2,0,2,1,0,1,1,0
2796,84,40,174,119,63,37,47,165,140,181,61,58,117,5,13,0,1,2,2,1,0,0,0,2,1,0,2,1,3,0,0,1
2797,62,19,113,79,94,36,106,148,172,186,40,206,133,8,22,0,2,3,2,1,0,1,0,0,1,0,2,1,3,0,0,0
2798,21,37,113,68,88,35,69,162,259,139,49,206,95,10,19,1,2,0,3,0,0,0,0,0,0,0,2,1,0,1,1,0
2799,43,30,149,67,115,38,91,179,176,126,37,141,139,4,15,0,2,2,0,0,1,0,0,2,1,1,0,0,0,1,0,0
2800,44,17,172,119,81,36,64,141,139,170,67,238,83,6,12,1,2,2,3,2,0,0,0,2,1,1,0,0,0,1,0,0
2801,63,40,139,74,107,36,91,165,238,50,35,174,135,7,21,1,2,1,2,2,0,1,0,2,0,1,0,0,0,1,0,0
2802,81,32,155,93,105,39,98,153,289,122,31,113,130,8,14,1,2,2,0,1,0,1,0,0,2,0,2,1,3,0,0,0
2803,68,37,103,83,55,38,69,183,273,137,84,180,90,7,23,1,2,0,2,2,0,0,0,2,1,0,2,1,3,0,0,0
2804,67,35,142,92,116,37,106,170,147,94,32,164,124,6,18,0,1,2,1,2,1,1,1,0,2,2,1,1,2,1,1,1
2805,23,28,121,100,99,40,43,165,142,109,95,172,71,5,23,1,2,0,2,2,0,0,1,0,0,2,1,1,4,1,1,0
2806,76,29,137,100,87,37,96,194,278,135,55,181,72,5,14,0,1,2,0,1,0,1,1,2,1,0,2,1,0,1,1,1
2807,32,31,128,104,52,37,102,188,288,152,77,232,82,7,16,0,0,1,2,2,0,0,0,2,2,0,2,1,0,1,1,0
2808,47,15,129,99,54,39,71,158,141,136,37,191,90,9,13,0,0,2,1,0,1,0,0,2,1,0,2,1,0,1,1,0
2809,59,39,131,86,73,37,118,177,253,168,96,151,102,8,19,1,0,1,0,1,1,0,1,0,0,0,2,1,3,0,0,0
2810,54,35,166,80,103,35,90,192,203,91,98,126,89,6,15,0,0,2,0,2,0,1,1,1,2,0,2,1,0,1,1,0
2811,59,31,165,64,83,37,102,144,110,130,59,205,87,4,24,1,0,3,3,0,1,0,0,2,1,0,2,1,3,0,0,0
2812,52,37,97,120,88,37,119,196,124,59,56,112,107,5,12,0,0,1,2,1,1,1,0,2,1,0,2,1,0,1,1,0
2813,23,39,168,94,97,35,40,145,139,172,72,216,94,7,23,0,1,2,2,2,1,1,0,0,0,1,0,0,0,1,0,1
2814,85,25,115,80,98,39,58,174,124,160,34,157,107,10,15,1,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2815,35,31,101,63,83,36,74,155,183,74,49,241,84,6,19,1,1,0,2,2,0,0,0,0,2,2,1,1,4,1,1,1
2816,90,40,132,108,56,38,102,170,205,52,81,237,98,8,20,0,2,0,2,2,0,1,0,0,1,0,2,1,3,0,0,0
2817,46,28,140,107,67,39,120,157,218,120,50,197,133,9,12,1,2,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0
2818,76,34,180,75,119,37,65,153,207,77,32,77,101,4,25,1,0,1,0,2,0,0,1,0,0,0,2,1,3,0,0,0
2819,64,33,171,116,83,36,52,164,173,186,70,173,112,4,17,1,0,1,1,2,0,0,0,0,1,0,2,1,0,1,1,0
2820,34,35,152,90,100,38,62,154,279,60,93,191,82,9,15,1,2,2,1,0,1,0,0,0,2,0,2,1,3,0,0,0
2821,39,21,138,85,117,38,74,165,212,142,97,126,94,5,22,1,2,3,2,0,1,0,0,2,1,2,1,1,4,1,1,0
2822,85,38,116,111,63,38,51,175,230,167,100,124,118,4,19,1,2,0,2,1,0,0,1,0,2,2,1,1,2,1,1,0
2823,86,27,98,94,118,35,48,150,138,173,53,151,77,6,12,0,2,1,2,2,0,0,0,0,2,0,2,1,3,0,0,0
2824,54,32,128,65,57,35,117,176,190,142,81,235,97,5,16,0,2,2,2,1,0,1,1,0,1,0,2,1,0,1,1,0
2825,66,37,154,92,64,36,106,180,262,190,31,88,80,5,12,0,0,2,2,1,1,0,0,2,1,1,0,0,1,0,0,0
2826,30,28,160,80,108,37,83,176,267,148,73,235,124,5,15,0,0,2,0,2,1,0,1,0,2,2,1,1,2,1,1,0
2827,51,15,179,75,60,36,100,146,121,60,70,192,79,9,23,1,1,0,3,1,0,0,0,0,1,0,2,1,3,0,0,1
2828,70,21,160,106,69,37,60,157,289,84,99,122,128,10,13,1,2,2,1,1,0,0,0,0,1,2,1,1,2,1,1,0
2829,68,22,96,98,104,39,46,189,118,57,36,180,134,6,24,0,2,2,2,2,1,0,0,0,2,1,0,0,0,1,0,0
2830,20,32,161,93,85,38,50,159,113,56,67,54,74,7,21,0,2,0,2,2,0,0,0,2,2,1,0,0,1,0,0,0
2831,59,23,169,101,63,38,84,195,208,118,74,141,89,4,20,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2832,49,15,156,116,107,35,71,141,277,119,38,219,74,4,13,1,0,1,2,2,0,1,0,0,0,0,2,1,3,0,0,0
2833,68,36,99,119,87,39,75,165,289,164,82,192,136,7,15,0,2,2,1,0,0,0,1,0,2,1,0,0,0,1,0,0
2834,63,31,160,74,50,40,76,162,142,173,57,52,99,5,14,0,2,1,3,2,0,0,0,0,1,1,0,0,0,1,0,0
2835,38,33,174,65,114,39,114,171,154,60,48,212,103,8,12,1,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0
2836,61,20,142,61,50,37,80,152,267,140,97,184,70,6,23,0,2,2,1,2,0,0,1,0,1,2,1,1,4,1,1,0
2837,28,17,176,83,109,39,116,152,111,134,33,143,96,5,12,1,2,1,3,2,0,0,0,2,2,2,1,1,2,1,1,0
2838,85,38,146,115,74,35,88,156,292,98,42,201,132,5,13,1,1,0,2,2,0,0,0,0,1,0,2,1,0,1,1,1
2839,18,19,180,108,59,37,54,164,261,84,40,208,103,5,19,1,2,0,0,2,0,0,1,0,2,2,1,1,2,1,1,0
2840,80,16,175,87,99,36,52,197,207,137,31,127,101,4,13,1,2,2,0,2,0,0,0,2,1,0,2,1,3,0,0,0
2841,41,34,116,60,61,37,92,161,182,158,99,129,140,9,25,0,2,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0
2842,30,39,143,60,81,36,72,166,122,183,41,164,115,9,12,0,2,0,0,2,0,0,1,0,1,2,1,1,4,1,1,0
2843,28,18,93,87,82,40,111,156,298,59,66,53,137,10,17,1,0,3,0,0,0,0,0,0,1,2,1,1,4,1,1,0
2844,68,24,177,95,75,37,71,165,234,133,85,180,126,9,12,1,1,0,1,1,1,0,1,0,2,1,0,0,1,0,0,1
2845,34,24,112,79,91,38,87,177,292,134,81,177,91,4,21,1,2,1,2,2,0,1,0,2,1,0,2,1,0,1,1,0
2846,41,38,137,107,99,40,107,153,245,200,33,58,98,9,20,0,1,0,1,0,0,0,1,0,1,0,2,1,3,0,0,1
2847,36,35,172,67,110,36,96,192,235,189,33,117,114,8,17,1,2,3,2,1,0,0,0,0,0,0,2,1,3,0,0,0
2848,54,25,131,60,90,35,101,153,188,104,78,167,114,6,21,0,0,1,2,1,1,1,0,0,2,1,0,0,1,0,0,0
2849,25,30,92,85,106,40,41,151,141,190,81,137,136,10,17,0,0,0,0,2,0,1,1,2,2,1,0,0,1,0,0,0
2850,45,40,180,110,51,40,116,144,192,123,63,237,90,5,12,0,2,2,1,1,1,1,1,0,0,0,2,1,3,0,0,0
2851,22,31,92,102,119,40,55,176,192,184,51,188,90,10,18,1,1,2,2,2,1,0,0,2,2,1,0,0,1,0,0,1
2852,34,30,117,108,80,36,47,143,100,189,42,213,129,9,14,1,2,3,2,2,1,0,1,0,2,2,1,1,4,1,1,0
2853,53,21,152,84,72,36,58,194,178,110,92,174,98,10,12,1,0,2,2,0,0,0,1,0,0,2,1,1,2,1,1,0
2854,36,30,170,69,103,37,71,168,242,179,44,121,102,10,20,1,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0
2855,81,17,120,71,77,38,106,164,255,75,69,179,108,4,19,0,2,2,2,2,1,0,0,0,1,0,2,1,3,0,0,0
2856,28,40,99,100,68,40,71,184,263,118,67,99,131,7,15,1,2,1,2,2,0,0,0,0,1,2,1,1,4,1,1,0
2857,71,30,138,66,97,37,64,143,205,111,84,52,140,4,14,1,1,2,0,2,0,0,1,2,2,0,2,1,3,0,0,1
2858,62,22,175,120,51,37,92,189,145,165,73,116,114,5,13,0,2,2,2,1,0,1,0,0,1,1,0,0,1,0,0,0
2859,64,26,110,71,60,38,120,155,120,164,95,134,127,5,13,0,0,2,2,1,1,0,0,0,1,2,1,1,2,1,1,0
2860,29,17,142,106,93,37,64,189,276,188,95,164,70,4,24,1,1,0,3,2,0,0,0,0,1,2,1,1,4,1,1,1
2861,38,31,176,99,108,38,72,141,266,151,72,111,80,7,22,0,2,1,0,1,0,0,1,0,2,2,1,1,2,1,1,0
2862,28,35,165,76,108,35,70,162,137,91,67,63,101,7,14,0,2,1,2,2,0,0,1,0,1,0,2,1,3,0,0,0
2863,22,32,178,64,87,38,75,143,108,59,58,171,118,10,12,0,0,3,2,1,0,0,1,1,1,2,1,1,4,1,1,0
2864,73,25,143,73,74,39,88,159,119,172,85,72,99,5,23,0,1,0,0,1,0,1,0,0,1,2,1,1,2,1,1,1
2865,37,18,146,93,70,38,83,156,183,68,35,172,129,10,21,1,2,2,2,1,0,0,1,0,2,1,0,0,1,0,0,0
2866,58,30,109,107,91,38,87,191,107,53,38,126,79,4,18,0,2,0,1,2,1,1,1,0,2,2,1,1,4,1,1,0
2867,63,31,138,120,85,39,69,145,113,52,51,65,90,6,13,0,0,0,2,2,0,1,1,1,1,2,1,1,4,1,1,0
2868,29,23,96,76,58,38,52,157,161,191,75,195,75,6,23,0,1,1,2,1,1,0,1,2,1,2,1,1,4,1,1,1
2869,87,20,118,94,61,36,82,159,262,59,60,62,107,5,17,1,2,2,3,1,0,0,1,0,2,0,2,1,0,1,1,0
2870,34,38,137,114,59,37,55,198,154,55,50,174,127,7,23,1,1,2,1,2,0,0,0,0,0,2,1,1,2,1,1,1
2871,36,34,102,60,108,37,65,178,144,80,67,105,77,6,25,1,2,2,2,1,0,0,0,2,2,1,0,0,0,1,0,0
2872,43,39,92,118,54,35,114,184,248,80,81,222,139,4,17,0,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0
2873,65,16,91,109,82,35,86,180,152,58,48,89,132,10,22,0,1,0,3,1,1,0,0,0,0,0,2,1,3,0,0,1
2874,69,23,105,109,118,39,76,173,281,157,39,152,103,8,25,1,2,2,2,1,0,0,0,0,1,0,2,1,0,1,1,0
2875,87,35,95,95,112,36,42,179,185,173,75,208,118,8,15,1,0,2,2,2,0,0,0,0,2,2,1,1,2,1,1,0
2876,72,20,134,74,78,35,65,185,270,179,95,153,109,7,15,1,2,2,0,0,0,1,1,2,2,0,2,1,3,0,0,0
2877,50,17,160,119,67,37,54,193,105,53,67,81,98,9,12,0,2,2,1,1,0,0,0,2,1,2,1,1,4,1,1,0
2878,79,34,94,78,55,35,105,163,282,55,91,178,78,8,22,0,2,0,0,1,0,0,1,0,1,0,2,1,0,1,1,0
2879,40,20,145,110,102,35,67,157,143,79,75,84,90,4,17,0,2,3,1,2,0,0,0,0,2,2,1,1,4,1,1,0
2880,32,21,160,101,81,38,77,169,190,110,64,85,101,9,19,0,2,3,2,1,0,0,0,1,1,1,0,0,1,0,0,0
2881,44,15,121,64,91,35,83,198,295,126,72,141,124,5,24,1,2,2,2,0,1,0,0,0,2,1,0,0,0,1,0,0
2882,81,37,138,78,96,39,92,140,103,159,59,115,112,5,24,0,0,1,2,1,0,0,0,0,1,0,2,1,0,1,1,0
2883,68,15,102,102,80,37,119,162,220,85,92,78,79,4,21,0,2,2,0,1,0,0,0,0,0,2,1,1,2,1,1,0
2884,70,19,119,98,111,39,43,168,162,182,59,220,118,5,15,1,2,0,2,2,0,0,1,0,1,0,2,1,3,0,0,0
2885,68,20,114,64,105,39,111,180,191,149,58,206,82,4,12,0,2,1,0,2,0,1,0,1,2,2,1,1,4,1,1,0
2886,64,27,174,111,60,40,83,180,285,189,95,92,110,4,15,1,0,3,2,2,0,0,1,2,1,0,2,1,3,0,0,0
2887,21,16,149,71,75,36,85,171,281,171,51,68,100,8,13,0,0,2,2,0,1,0,1,0,1,2,1,1,4,1,1,0
2888,24,29,148,78,76,40,65,141,180,199,64,170,101,9,15,0,0,2,2,2,0,1,1,1,2,0,2,1,0,1,1,0
2889,52,29,174,106,106,40,52,187,137,108,71,241,114,8,19,1,1,3,2,2,0,0,1,0,0,1,0,0,0,1,0,1
2890,65,27,117,71,76,38,108,175,287,159,53,147,82,7,24,0,2,2,1,2,0,0,1,0,1,2,1,1,2,1,1,0
2891,90,40,147,95,108,39,83,184,151,179,55,80,94,8,14,0,2,2,1,2,0,0,1,1,0,2,1,1,2,1,1,0
2892,89,39,109,71,111,36,92,156,256,63,60,150,137,5,23,0,0,0,2,2,0,0,1,2,1,0,2,1,3,0,0,0
2893,62,28,123,77,69,37,90,182,267,187,31,68,84,9,25,1,2,0,2,2,0,0,1,2,1,1,0,0,0,1,0,0
2894,89,40,94,108,52,37,52,194,298,113,68,78,133,8,24,0,2,2,2,2,0,0,1,0,1,2,1,1,4,1,1,0
2895,36,36,171,110,65,36,80,141,107,180,41,122,129,4,16,1,2,3,0,2,0,0,1,0,0,0,2,1,3,0,0,0
2896,80,21,149,107,93,39,50,143,204,121,73,184,77,8,21,1,2,1,0,2,0,0,0,2,2,2,1,1,2,1,1,0
2897,55,28,132,102,79,39,76,183,262,70,72,235,86,5,22,1,2,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0
2898,84,40,146,93,89,38,99,173,214,143,96,125,74,7,13,1,2,2,2,2,1,0,0,0,1,2,1,1,4,1,1,0
2899,76,38,146,107,114,38,71,140,222,196,67,237,82,9,20,0,2,1,1,1,0,1,1,2,2,0,2,1,0,1,1,0
2900,86,24,164,92,78,40,84,162,115,128,95,228,90,6,25,1,2,0,1,0,0,0,1,2,1,2,1,1,2,1,1,0
2901,30,31,143,108,79,37,57,145,117,69,69,131,113,9,14,1,2,3,1,1,0,0,0,0,1,2,1,1,2,1,1,0
2902,64,28,170,77,81,38,118,155,286,107,51,99,122,4,12,1,0,0,2,2,1,0,1,2,1,1,0,0,0,1,0,0
2903,78,22,134,120,59,36,59,141,133,91,92,198,97,5,18,1,1,2,0,0,0,0,1,1,2,0,2,1,3,0,0,1
2904,48,18,175,120,100,37,83,185,231,143,88,186,135,5,22,1,1,1,2,0,1,0,1,0,2,0,2,1,3,0,0,1
2905,39,40,126,116,57,39,75,191,296,187,48,211,90,10,16,0,2,2,2,2,0,0,0,0,0,0,2,1,0,1,1,0
2906,60,30,173,88,100,37,108,151,226,200,49,83,126,6,20,0,2,2,2,2,1,0,1,2,1,2,1,1,4,1,1,0
2907,84,38,137,104,85,35,76,166,292,137,72,96,124,7,14,0,2,0,0,1,0,0,1,0,1,2,1,1,4,1,1,0
2908,71,27,143,64,104,37,72,158,160,189,87,73,71,4,22,0,1,1,1,2,0,0,0,2,2,1,0,0,0,1,0,1
2909,27,36,137,84,84,38,58,167,145,58,83,129,134,7,12,0,2,0,2,1,1,0,0,0,1,0,2,1,3,0,0,0
2910,59,39,95,83,85,36,90,174,248,128,69,77,72,6,18,0,2,2,0,2,1,1,0,0,2,2,1,1,4,1,1,0
2911,81,34,123,88,105,39,71,190,176,131,56,223,128,4,19,0,2,2,0,0,0,0,1,0,2,2,1,1,2,1,1,0
2912,38,32,152,118,85,39,61,182,222,197,42,100,132,8,22,1,0,1,2,0,0,0,1,0,1,0,2,1,3,0,0,0
2913,83,28,167,97,110,38,40,143,265,52,76,160,74,7,13,0,2,1,3,2,0,0,0,0,0,0,2,1,0,1,1,0
2914,58,32,137,92,111,38,93,188,172,185,52,55,135,8,13,0,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0
2915,41,19,112,69,74,38,59,188,185,88,88,240,87,4,20,1,1,0,2,1,0,0,0,2,1,0,2,1,3,0,0,1
2916,52,40,173,96,113,35,97,146,180,113,36,167,78,6,24,0,2,2,0,2,0,0,0,2,0,2,1,1,2,1,1,0
2917,73,23,102,119,109,36,74,176,287,80,79,102,91,8,15,1,1,2,0,2,0,1,1,2,1,0,2,1,3,0,0,1
2918,47,17,136,92,106,35,109,190,263,160,95,241,97,8,12,1,0,1,2,1,0,0,0,0,2,0,2,1,0,1,1,0
2919,74,22,133,82,119,38,109,164,233,172,32,229,129,5,25,0,2,2,0,1,0,0,0,0,1,0,2,1,3,0,0,0
2920,64,34,121,117,101,36,100,192,266,199,68,109,81,4,20,1,1,1,0,2,0,1,1,2,1,2,1,1,2,1,1,1
2921,52,36,115,70,105,38,102,197,256,145,36,218,106,9,20,1,2,2,3,2,0,0,1,0,1,2,1,1,2,1,1,0
2922,36,24,142,83,112,36,100,190,254,54,97,60,111,6,17,0,2,2,2,0,0,0,1,2,1,0,2,1,3,0,0,0
2923,25,36,103,83,117,39,96,180,168,107,84,53,123,5,17,1,2,2,1,1,0,0,0,0,2,0,2,1,3,0,0,0
2924,43,33,141,66,69,35,42,156,236,154,37,63,111,7,25,1,1,2,2,2,0,0,0,2,2,1,0,0,1,0,0,1
2925,88,35,125,109,103,40,84,180,251,112,61,190,136,6,20,0,1,2,2,0,1,0,1,0,2,0,2,1,0,1,1,1
2926,47,17,97,80,50,38,54,153,290,110,48,192,125,10,13,0,2,2,2,2,0,0,0,1,2,0,2,1,0,1,1,0
2927,24,25,129,79,59,38,56,176,246,101,41,162,115,5,20,1,2,2,2,1,0,0,0,2,1,1,0,0,1,0,0,0
2928,84,25,175,112,72,37,54,193,196,157,86,57,74,10,24,1,2,0,2,2,0,1,0,2,0,0,2,1,0,1,1,0
2929,82,31,111,69,100,40,44,141,222,150,39,137,125,7,15,0,2,1,2,0,1,0,0,0,2,0,2,1,0,1,1,0
2930,53,30,105,84,73,39,85,163,257,82,50,60,92,10,15,1,2,0,2,1,0,1,0,1,0,2,1,1,2,1,1,0
2931,42,21,180,106,62,38,50,154,285,71,49,161,131,6,24,0,2,0,2,0,0,0,0,1,2,0,2,1,3,0,0,0
2932,54,18,149,95,78,35,103,187,267,100,33,148,82,5,20,1,1,2,2,1,0,1,1,0,0,1,0,0,1,0,0,1
2933,18,37,149,107,107,39,53,190,218,60,48,72,128,6,18,0,2,3,1,1,1,0,1,0,2,1,0,0,0,1,0,0
2934,32,33,99,106,92,38,78,172,295,176,58,158,97,8,23,1,1,2,2,0,0,0,0,0,2,0,2,1,3,0,0,1
2935,54,26,114,74,59,35,106,194,131,99,100,56,75,5,21,0,2,2,2,0,0,0,0,0,1,2,1,1,4,1,1,0
2936,30,29,120,103,80,37,94,151,212,66,93,118,130,8,23,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
2937,25,25,110,99,63,37,81,158,164,93,40,209,130,5,25,1,2,2,0,1,0,0,0,0,1,0,2,1,0,1,1,0
2938,22,19,180,99,83,35,114,191,261,182,62,221,114,8,16,1,0,1,1,0,1,0,1,0,0,2,1,1,4,1,1,0
2939,77,19,170,109,66,39,44,186,184,88,54,180,81,10,19,1,2,2,2,1,0,0,1,0,2,1,0,0,0,1,0,0
2940,90,29,122,65,70,35,91,144,258,186,62,143,104,4,23,0,2,2,3,1,1,0,0,0,2,2,1,1,2,1,1,0
2941,18,32,120,96,116,40,61,140,158,72,55,171,131,8,24,0,1,3,1,1,0,0,0,0,0,2,1,1,2,1,1,1
2942,53,25,179,61,107,35,116,182,125,80,65,93,74,4,12,0,2,2,2,2,0,0,0,0,2,0,2,1,3,0,0,0
2943,52,40,110,71,57,37,83,198,249,133,40,246,135,9,18,0,1,1,0,0,1,0,1,0,1,2,1,1,4,1,1,1
2944,83,26,125,117,87,37,98,148,261,72,59,100,137,6,15,1,1,0,0,1,0,0,1,0,0,0,2,1,3,0,0,1
2945,80,16,154,63,75,37,64,178,220,107,86,110,134,10,24,1,0,2,1,1,0,0,0,0,2,2,1,1,2,1,1,0
2946,40,34,93,82,113,40,60,173,112,137,39,100,135,7,13,1,1,2,0,2,1,0,1,2,1,1,0,0,1,0,0,1
2947,26,29,157,72,79,38,103,168,154,191,54,210,110,7,13,0,2,2,2,2,0,1,0,0,2,1,0,0,0,1,0,0
2948,51,34,179,76,58,40,107,188,235,74,97,69,96,7,22,1,2,1,3,2,1,0,0,0,1,2,1,1,4,1,1,0
2949,63,18,93,90,81,38,86,187,289,95,86,79,74,4,23,0,1,0,2,2,0,0,0,0,1,0,2,1,0,1,1,1
2950,21,36,98,75,60,40,74,187,249,190,63,170,74,7,20,0,2,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0
2951,47,32,119,100,83,36,46,185,155,111,83,93,82,7,17,0,2,2,2,1,0,0,1,0,2,1,0,0,1,0,0,0
2952,89,20,134,85,67,38,95,198,183,68,80,135,78,8,22,1,2,0,2,1,0,1,0,2,2,1,0,0,0,1,0,0
2953,20,37,93,87,68,39,91,141,248,189,35,206,117,9,15,0,1,2,3,1,0,0,1,2,1,2,1,1,4,1,1,1
2954,31,40,158,60,103,39,85,158,197,161,88,198,101,7,13,1,2,1,2,0,0,1,0,2,0,0,2,1,3,0,0,0
2955,77,33,112,106,86,37,48,167,276,139,83,230,105,4,18,0,1,2,0,1,0,0,1,0,2,2,1,1,4,1,1,1
2956,62,25,105,71,61,40,97,174,193,97,46,161,84,8,20,0,0,2,2,0,1,0,1,2,2,0,2,1,3,0,0,0
2957,51,38,111,96,53,35,62,179,233,183,55,188,78,4,13,1,2,0,0,2,0,0,0,0,2,0,2,1,3,0,0,0
2958,62,16,161,114,92,37,42,192,134,172,38,59,85,5,15,1,0,1,2,0,0,1,0,1,1,2,1,1,4,1,1,0
2959,78,22,137,115,76,35,100,196,254,166,31,84,75,7,25,1,2,2,1,1,1,1,1,0,1,0,2,1,0,1,1,0
2960,33,25,151,109,100,40,48,190,225,130,49,203,102,4,12,0,2,3,0,1,1,0,0,0,1,2,1,1,2,1,1,0
2961,83,19,149,79,54,37,92,187,212,149,35,172,111,4,12,1,1,0,1,1,0,0,0,2,2,0,2,1,3,0,0,1
2962,57,32,169,61,55,37,107,161,267,122,84,163,128,8,14,0,0,2,2,2,0,0,1,0,0,0,2,1,3,0,0,0
2963,34,37,94,95,105,39,88,143,113,77,77,221,105,5,12,1,1,3,2,2,1,0,0,0,0,0,2,1,3,0,0,1
2964,51,32,169,74,117,35,109,147,173,60,87,181,103,5,15,0,2,2,2,0,1,0,1,2,2,1,0,0,0,1,0,0
2965,33,28,96,97,93,36,87,199,151,197,71,123,71,7,25,1,2,2,0,2,1,1,0,2,0,1,0,0,1,0,0,0
2966,77,36,140,81,64,36,46,140,205,136,50,234,82,10,17,1,2,3,1,2,0,0,1,0,0,2,1,1,4,1,1,0
2967,83,24,154,103,91,37,70,175,139,150,35,88,112,9,24,0,2,3,1,2,1,0,1,0,1,1,0,0,0,1,0,0
2968,83,17,98,120,60,40,95,146,142,85,59,218,126,6,16,0,2,2,2,1,0,1,0,1,1,2,1,1,4,1,1,0
2969,30,23,171,109,60,37,100,164,211,149,52,143,76,6,20,1,2,2,2,1,0,0,0,0,1,0,2,1,0,1,1,0
2970,73,17,134,91,115,39,44,168,285,168,65,116,128,8,24,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0
2971,48,25,136,118,76,35,69,140,102,147,32,138,128,10,25,1,2,0,2,1,0,0,0,0,2,2,1,1,4,1,1,0
2972,51,26,156,79,107,37,61,195,242,137,63,151,120,7,23,0,2,0,2,0,0,0,0,0,2,0,2,1,0,1,1,0
2973,56,26,113,95,70,40,56,157,272,85,59,155,72,8,22,1,2,0,2,0,0,0,1,0,1,0,2,1,3,0,0,0
2974,84,17,99,92,70,36,49,143,194,107,71,85,96,9,13,1,0,0,1,2,0,0,1,0,2,1,0,0,1,0,0,0
2975,25,35,162,74,50,35,110,159,238,77,50,53,123,7,13,1,0,0,1,2,0,0,1,2,2,0,2,1,0,1,1,0
2976,72,21,166,109,107,37,107,185,266,88,33,123,133,5,23,1,2,0,2,2,1,1,0,0,1,0,2,1,0,1,1,0
2977,44,28,137,105,62,35,81,147,118,115,78,62,103,6,14,1,0,0,2,2,0,0,0,1,2,0,2,1,0,1,1,0
2978,70,38,124,62,55,39,66,166,247,54,77,119,92,4,15,1,0,0,2,2,0,0,1,0,0,2,1,1,4,1,1,0
